,customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
4970,50 - 54,NRW,52.99,73.98,30.0,0.0,VF RIP U-TREUE,0.0
4971,30 - 34,NRW,47.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4972,40 - 44,NRW,40.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4973,50 - 54,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4974,35 - 39,NRW,57.99,44.97,30.0,0.0,VF RIP U-TREUE,1.0
4975,30 - 34,KBW,34.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
4976,55 - 59,NRW,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
4977,60 - 64,HSN,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4978,30 - 34,NRW,44.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4979,55 - 59,NRW,48.98,44.96,30.0,0.0,VF RIP U-TREUE,1.0
4980,25 - 29,NRW,39.98,44.97,30.0,0.0,VF CABLEMAX,1.0
4981,55 - 59,HSN,32.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4982,40 - 44,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
4983,60 - 64,NRW,39.98,43.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4984,60 - 64,KBW,44.99,49.98,30.0,0.0,VF RIP U-TREUE,1.0
4985,40 - 44,NRW,49.97,39.97,30.0,0.0,GIGAZUHAUSE TREUE B,0.0
4986,25 - 29,NRW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
4987,55 - 59,HSN,39.99,34.99,30.0,0.0,VF CABLEMAX,1.0
4988,40 - 44,NRW,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
4989,30 - 34,HSN,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
4990,50 - 54,KBW,42.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4991,40 - 44,NRW,39.99,44.97,30.0,0.0,VF RIP U-TREUE,1.0
4992,80 and over,HSN,44.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
4993,35 - 39,KBW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4994,45 - 49,KBW,39.99,0.0,30.99,1.0,RED INTERNET & PHONE CABLE U,1.0
4995,70 - 74,KBW,49.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
4996,65 - 69,NRW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
4997,35 - 39,NRW,54.98,44.99,30.0,0.0,VF CABLEMAX,0.0
4998,55 - 59,KBW,39.97,34.98,30.0,0.0,VF CABLEMAX,0.0
4999,30 - 34,NRW,34.98,29.99,30.0,0.0,VF CABLEMAX,0.0
5000,45 - 49,HSN,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5001,50 - 54,KBW,34.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5002,55 - 59,KBW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5003,80 and over,KBW,39.99,39.97,30.0,0.0,VF CABLEMAX,0.0
5004,35 - 39,KBW,44.97,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5005,30 - 34,KBW,34.98,49.0,30.0,0.0,VF CABLEMAX,1.0
5006,25 - 29,KBW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5007,30 - 34,NRW,34.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5008,40 - 44,HSN,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5009,30 - 34,NRW,39.98,44.98,30.0,0.0,VF CABLEMAX,1.0
5010,40 - 44,NRW,34.98,34.98,30.0,0.0,VF RIP U-TREUE,0.0
5011,70 - 74,NRW,44.98,40.99,30.0,0.0,VF CABLEMAX,1.0
5012,40 - 44,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5013,30 - 34,KBW,50.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5014,35 - 39,NRW,44.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5015,35 - 39,NRW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5016,60 - 64,KBW,42.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5017,45 - 49,KBW,49.98,34.98,30.0,0.0,VF CABLEMAX,0.0
5018,70 - 74,NRW,39.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5019,35 - 39,KBW,29.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5020,40 - 44,HSN,29.98,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5021,30 - 34,KBW,34.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5022,40 - 44,KBW,39.99,27.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5023,60 - 64,NRW,44.98,29.99,30.0,0.0,VF CABLEMAX,1.0
5024,35 - 39,NRW,32.99,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5025,35 - 39,KBW,49.99,44.98,30.0,0.0,VF CABLEMAX,0.0
5026,30 - 34,KBW,34.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5027,55 - 59,KBW,44.96,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5028,25 - 29,NRW,44.97,34.97,30.0,0.0,GIGAZUHAUSE TREUE B,0.0
5029,30 - 34,NRW,29.99,39.98,30.0,0.0,GIGAZUHAUSE TREUE C,0.0
5030,25 - 29,KBW,39.98,32.96,30.0,0.0,VF CABLEMAX,0.0
5031,50 - 54,KBW,44.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5032,40 - 44,NRW,37.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5033,60 - 64,NRW,39.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5034,40 - 44,NRW,34.97,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5035,55 - 59,NRW,39.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5036,35 - 39,NRW,47.98,74.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5037,40 - 44,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5038,25 - 29,KBW,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5039,40 - 44,HSN,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5040,60 - 64,KBW,49.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
5041,30 - 34,KBW,44.99,29.98,30.0,0.0,VF RIP U-TREUE,1.0
5042,35 - 39,NRW,34.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5043,25 - 29,NRW,34.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5044,30 - 34,NRW,39.97,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5045,25 - 29,KBW,39.98,34.97,30.0,0.0,VF CABLEMAX,1.0
5046,30 - 34,KBW,34.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5047,55 - 59,NRW,44.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5048,45 - 49,KBW,49.98,29.99,30.0,0.0,VF RIP U-TREUE,1.0
5049,35 - 39,NRW,39.98,44.98,30.0,0.0,VF CABLEMAX,1.0
5050,40 - 44,NRW,34.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5051,60 - 64,NRW,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5052,30 - 34,KBW,39.99,44.99,30.0,0.0,VF CABLEMAX,0.0
5053,50 - 54,NRW,34.97,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5054,50 - 54,NRW,44.99,42.99,30.0,0.0,VF RIP U-TREUE,1.0
5055,35 - 39,NRW,39.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5056,55 - 59,NRW,39.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5057,50 - 54,NRW,49.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5058,35 - 39,KBW,44.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5059,35 - 39,NRW,32.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5060,18 - 24,KBW,39.98,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5061,65 - 69,NRW,39.99,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5062,40 - 44,NRW,39.96,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5063,65 - 69,KBW,44.99,47.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5064,30 - 34,KBW,44.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
5065,45 - 49,KBW,54.98,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5066,45 - 49,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5067,30 - 34,NRW,49.99,39.98,30.0,0.0,VF CABLEMAX,0.0
5068,50 - 54,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5069,35 - 39,HSN,34.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5070,25 - 29,NRW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5071,25 - 29,KBW,44.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5072,40 - 44,NRW,39.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5073,25 - 29,NRW,24.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5074,45 - 49,KBW,44.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5075,40 - 44,NRW,57.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5076,45 - 49,NRW,29.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5077,50 - 54,NRW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5078,25 - 29,NRW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5079,25 - 29,NRW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5080,35 - 39,NRW,44.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5081,30 - 34,NRW,34.97,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5082,40 - 44,NRW,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5083,35 - 39,HSN,34.97,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5084,60 - 64,KBW,39.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
5085,25 - 29,NRW,34.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5086,40 - 44,NRW,49.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5087,35 - 39,NRW,34.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5088,40 - 44,NRW,49.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5089,40 - 44,NRW,44.99,43.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5090,65 - 69,NRW,49.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5091,70 - 74,NRW,37.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5092,35 - 39,KBW,39.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5093,40 - 44,HSN,39.99,34.99,30.0,0.0,VF CABLEMAX,0.0
5094,30 - 34,KBW,44.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5095,35 - 39,KBW,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
5096,40 - 44,KBW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5097,35 - 39,NRW,44.99,39.97,30.0,0.0,VF RIP U-TREUE,0.0
5098,35 - 39,NRW,34.99,49.99,30.0,0.0,VF CABLEMAX,0.0
5099,60 - 64,NRW,56.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5100,65 - 69,NRW,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5101,45 - 49,NRW,44.98,34.99,30.0,0.0,VF CABLEMAX,0.0
5102,35 - 39,NRW,34.97,44.99,30.0,0.0,VF RIP U-TREUE,0.0
5103,40 - 44,KBW,39.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5104,50 - 54,NRW,34.98,47.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5105,45 - 49,KBW,39.99,39.99,30.0,0.0,VF CABLEMAX,1.0
5106,60 - 64,KBW,34.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5107,25 - 29,NRW,44.98,32.97,30.0,0.0,VF CABLEMAX,0.0
5108,60 - 64,NRW,34.99,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5109,55 - 59,KBW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5110,60 - 64,KBW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5111,80 and over,HSN,39.99,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5112,50 - 54,NRW,47.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5113,55 - 59,KBW,34.99,33.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5114,45 - 49,NRW,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5115,35 - 39,NRW,44.99,34.99,47.0,0.0,VF RIP U-TREUE,1.0
5116,50 - 54,KBW,44.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5117,55 - 59,KBW,47.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5118,18 - 24,KBW,34.99,39.98,30.0,0.0,VF CABLEMAX,1.0
5119,30 - 34,NRW,32.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5120,30 - 34,HSN,49.99,34.97,30.0,0.0,VF RIP U-TREUE,0.0
5121,35 - 39,NRW,39.99,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5122,45 - 49,KBW,39.98,49.99,30.0,0.0,INTERNET START HZ TV,0.0
5123,30 - 34,NRW,34.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5124,40 - 44,NRW,49.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5125,40 - 44,KBW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5126,35 - 39,KBW,44.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5127,35 - 39,NRW,39.97,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5128,60 - 64,HSN,29.99,34.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5129,40 - 44,NRW,44.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5130,55 - 59,KBW,39.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5131,30 - 34,KBW,34.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5132,60 - 64,KBW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5133,25 - 29,KBW,49.99,34.99,30.0,1.0,VF RIP U-TREUE,0.0
5134,25 - 29,NRW,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
5135,40 - 44,KBW,29.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5136,25 - 29,NRW,34.99,42.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5137,40 - 44,HSN,44.98,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5138,25 - 29,NRW,44.99,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5139,30 - 34,NRW,44.98,44.95,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5140,40 - 44,NRW,34.99,32.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5141,55 - 59,HSN,29.99,42.98,30.0,0.0,VF RIP U-TREUE,1.0
5142,25 - 29,NRW,24.99,24.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5143,60 - 64,HSN,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5144,55 - 59,NRW,49.99,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5145,30 - 34,KBW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5146,40 - 44,NRW,34.99,44.99,30.0,0.0,VF CABLEMAX,0.0
5147,30 - 34,NRW,49.98,54.99,30.0,0.0,VF CABLEMAX,0.0
5148,35 - 39,KBW,38.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5149,45 - 49,NRW,49.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5150,40 - 44,KBW,44.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5151,35 - 39,NRW,54.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5152,35 - 39,NRW,44.98,47.99,30.0,0.0,VF CABLEMAX,1.0
5153,40 - 44,NRW,34.99,44.98,30.0,0.0,VF CABLEMAX,1.0
5154,25 - 29,KBW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5155,55 - 59,KBW,39.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5156,25 - 29,NRW,44.99,29.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5157,35 - 39,NRW,49.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5158,35 - 39,NRW,42.98,29.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5159,55 - 59,NRW,39.98,44.99,30.0,0.0,VF RIP U-TREUE,0.0
5160,25 - 29,KBW,54.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5161,40 - 44,NRW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5162,25 - 29,KBW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5163,25 - 29,NRW,48.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5164,55 - 59,KBW,47.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5165,40 - 44,NRW,34.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5166,35 - 39,NRW,34.99,34.98,30.0,0.0,VF CABLEMAX,0.0
5167,40 - 44,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5168,30 - 34,NRW,42.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5169,30 - 34,NRW,49.99,44.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5170,30 - 34,NRW,44.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5171,18 - 24,NRW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5172,60 - 64,NRW,42.97,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5173,55 - 59,KBW,39.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
5174,25 - 29,NRW,39.98,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5175,65 - 69,NRW,44.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5176,50 - 54,NRW,39.99,39.99,30.0,0.0,VF CABLEMAX,0.0
5177,35 - 39,KBW,34.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5178,55 - 59,KBW,34.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5179,80 and over,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5180,65 - 69,NRW,34.99,43.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5181,25 - 29,KBW,44.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5182,35 - 39,HSN,24.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5183,65 - 69,NRW,49.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5184,40 - 44,NRW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5185,65 - 69,KBW,34.96,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5186,18 - 24,KBW,44.98,24.99,30.0,0.0,VF RIP U-TREUE,0.0
5187,30 - 34,NRW,39.98,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5188,25 - 29,KBW,37.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5189,55 - 59,NRW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5190,25 - 29,KBW,34.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5191,25 - 29,KBW,34.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5192,30 - 34,NRW,32.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5193,35 - 39,KBW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5194,50 - 54,NRW,34.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5195,60 - 64,NRW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5196,60 - 64,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5197,35 - 39,KBW,49.99,24.97,30.0,0.0,VF RIP U-TREUE,0.0
5198,35 - 39,KBW,44.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5199,60 - 64,NRW,44.98,34.98,30.0,0.0,VF CABLEMAX,1.0
5200,30 - 34,NRW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5201,55 - 59,KBW,39.99,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5202,40 - 44,KBW,47.99,44.99,45.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5203,35 - 39,HSN,39.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5204,18 - 24,NRW,49.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5205,35 - 39,NRW,44.98,34.99,30.0,0.0,VF RIP U-TREUE,0.0
5206,45 - 49,HSN,42.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5207,25 - 29,KBW,44.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5208,40 - 44,NRW,44.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5209,55 - 59,NRW,34.98,49.98,30.0,0.0,VF CABLEMAX,1.0
5210,25 - 29,NRW,49.98,47.99,30.0,0.0,VF CABLEMAX,1.0
5211,30 - 34,KBW,39.98,44.99,30.0,0.0,VF CABLEMAX,0.0
5212,70 - 74,KBW,44.99,47.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5213,30 - 34,HSN,44.97,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5214,65 - 69,HSN,39.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5215,45 - 49,NRW,47.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5216,35 - 39,KBW,49.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
5217,50 - 54,KBW,32.98,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5218,25 - 29,NRW,32.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5219,55 - 59,KBW,44.98,74.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5220,60 - 64,KBW,34.99,44.99,30.0,0.0,VF CABLEMAX,0.0
5221,30 - 34,NRW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5222,35 - 39,KBW,39.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5223,25 - 29,NRW,49.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5224,35 - 39,NRW,44.98,39.95,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5225,25 - 29,NRW,34.98,34.98,30.0,0.0,VF CABLEMAX,0.0
5226,25 - 29,KBW,44.99,29.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5227,55 - 59,HSN,49.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5228,35 - 39,NRW,44.99,39.99,30.0,0.0,VF CABLEMAX,0.0
5229,30 - 34,NRW,29.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5230,35 - 39,KBW,47.99,34.99,30.0,0.0,VF CABLEMAX,0.0
5231,25 - 29,NRW,44.98,44.96,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5232,25 - 29,KBW,49.99,34.98,30.0,0.0,VF CABLEMAX,1.0
5233,50 - 54,KBW,39.98,44.98,30.0,0.0,VF CABLEMAX,0.0
5234,60 - 64,NRW,49.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5235,35 - 39,HSN,42.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5236,50 - 54,NRW,39.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5237,30 - 34,NRW,49.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
5238,35 - 39,NRW,32.98,39.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5239,70 - 74,NRW,44.97,34.98,30.0,0.0,VF CABLEMAX,1.0
5240,60 - 64,NRW,34.98,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5241,55 - 59,NRW,49.98,48.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5242,60 - 64,KBW,29.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5243,40 - 44,NRW,49.99,49.97,30.0,0.0,VF CABLEMAX,0.0
5244,40 - 44,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5245,65 - 69,NRW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5246,50 - 54,NRW,39.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5247,50 - 54,KBW,32.99,34.99,30.0,0.0,VF CABLEMAX,0.0
5248,35 - 39,KBW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5249,40 - 44,NRW,49.98,29.98,30.0,0.0,GIGAZUHAUSE TREUE C,0.0
5250,30 - 34,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5251,25 - 29,HSN,39.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5252,35 - 39,NRW,44.99,49.96,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5253,45 - 49,KBW,32.97,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5254,50 - 54,NRW,44.98,32.99,30.0,0.0,VF RIP U-TREUE,1.0
5255,40 - 44,KBW,39.99,44.97,30.0,0.0,VF RIP U-TREUE,1.0
5256,40 - 44,NRW,49.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5257,30 - 34,KBW,44.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5258,35 - 39,KBW,39.97,39.98,30.0,0.0,VF CABLEMAX,0.0
