,customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
5330,60 - 64,KBW,42.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5331,55 - 59,KBW,39.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5332,35 - 39,HSN,49.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5333,35 - 39,NRW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5334,40 - 44,KBW,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5335,40 - 44,NRW,32.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5336,40 - 44,HSN,44.97,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5337,35 - 39,HSN,39.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5338,25 - 29,KBW,34.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5339,40 - 44,NRW,42.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5340,25 - 29,KBW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5341,40 - 44,NRW,34.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5342,50 - 54,KBW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5343,30 - 34,KBW,34.98,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5344,45 - 49,HSN,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5345,35 - 39,KBW,44.99,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5346,50 - 54,NRW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5347,40 - 44,NRW,39.98,29.98,30.0,0.0,VF CABLEMAX,0.0
5348,50 - 54,KBW,74.98,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5349,30 - 34,NRW,44.98,44.99,30.0,0.0,VF CABLEMAX,0.0
5350,40 - 44,NRW,34.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5351,40 - 44,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5352,60 - 64,NRW,32.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5353,30 - 34,KBW,39.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5354,30 - 34,HSN,3.0,39.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5355,40 - 44,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5356,18 - 24,NRW,54.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5357,35 - 39,HSN,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5358,35 - 39,KBW,32.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5359,60 - 64,NRW,32.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5360,70 - 74,NRW,34.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5361,25 - 29,NRW,49.98,29.98,30.0,0.0,VF RIP U-TREUE,0.0
5362,25 - 29,HSN,42.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5363,35 - 39,HSN,34.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5364,55 - 59,NRW,34.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5365,25 - 29,NRW,37.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5366,35 - 39,NRW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5367,40 - 44,KBW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5368,35 - 39,KBW,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5369,35 - 39,KBW,34.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5370,35 - 39,KBW,37.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5371,80 and over,NRW,49.97,29.99,30.0,0.0,VF CABLEMAX,1.0
5372,25 - 29,KBW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5373,35 - 39,NRW,49.97,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5374,25 - 29,KBW,49.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5375,25 - 29,KBW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5376,30 - 34,NRW,44.98,29.99,30.0,0.0,VF CABLEMAX,0.0
5377,25 - 29,NRW,39.97,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5378,40 - 44,NRW,39.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5379,45 - 49,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5380,45 - 49,KBW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5381,40 - 44,NRW,39.99,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5382,30 - 34,KBW,34.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5383,25 - 29,KBW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5384,35 - 39,HSN,44.99,39.99,30.0,0.0,VF CABLEMAX,1.0
5385,30 - 34,NRW,34.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5386,60 - 64,NRW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5387,25 - 29,NRW,54.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5388,45 - 49,HSN,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5389,75 - 79,NRW,54.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5390,30 - 34,NRW,32.98,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5391,25 - 29,KBW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5392,40 - 44,NRW,24.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5393,35 - 39,KBW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5394,55 - 59,NRW,34.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5395,65 - 69,NRW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5396,60 - 64,NRW,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
5397,70 - 74,NRW,39.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5398,55 - 59,NRW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5399,55 - 59,HSN,44.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5400,55 - 59,NRW,32.99,42.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5401,40 - 44,NRW,34.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5402,40 - 44,NRW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5403,40 - 44,NRW,39.98,42.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5404,60 - 64,KBW,32.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5405,40 - 44,NRW,32.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5406,25 - 29,NRW,32.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5407,60 - 64,NRW,24.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5408,30 - 34,NRW,39.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5409,30 - 34,NRW,44.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5410,60 - 64,KBW,34.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5411,30 - 34,KBW,44.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5412,40 - 44,NRW,29.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5413,30 - 34,HSN,44.97,24.98,30.0,0.0,VF RIP U-TREUE,0.0
5414,25 - 29,NRW,39.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5415,30 - 34,KBW,44.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5416,30 - 34,KBW,39.98,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5417,45 - 49,KBW,29.99,44.96,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5418,35 - 39,NRW,39.98,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5419,65 - 69,KBW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5420,60 - 64,KBW,34.99,49.97,30.0,0.0,VF RIP U-TREUE,1.0
5421,50 - 54,KBW,44.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5422,45 - 49,NRW,44.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5423,50 - 54,KBW,32.97,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5424,35 - 39,HSN,42.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5425,45 - 49,NRW,39.99,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5426,35 - 39,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5427,40 - 44,NRW,39.98,37.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5428,30 - 34,KBW,44.98,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5429,55 - 59,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5430,25 - 29,NRW,44.99,37.97,30.0,0.0,VF RIP U-TREUE,0.0
5431,45 - 49,KBW,37.99,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5432,45 - 49,NRW,34.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5433,50 - 54,NRW,34.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5434,80 and over,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5435,60 - 64,KBW,49.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5436,18 - 24,NRW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5437,55 - 59,HSN,44.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5438,70 - 74,HSN,29.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5439,30 - 34,NRW,39.99,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5440,40 - 44,NRW,44.98,44.97,30.0,0.0,VF RIP U-TREUE,0.0
5441,35 - 39,KBW,34.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5442,40 - 44,NRW,39.98,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5443,45 - 49,HSN,6.99,42.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5444,35 - 39,NRW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5445,25 - 29,KBW,39.98,39.99,30.0,0.0,VF CABLEMAX,1.0
5446,25 - 29,NRW,49.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
5447,50 - 54,KBW,44.98,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5448,30 - 34,KBW,49.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5449,55 - 59,KBW,39.98,44.98,30.0,0.0,VF CABLEMAX,0.0
5450,25 - 29,NRW,44.98,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5451,65 - 69,KBW,39.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
5452,50 - 54,NRW,44.97,44.98,30.0,0.0,VF CABLEMAX,1.0
5453,50 - 54,KBW,34.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5454,60 - 64,NRW,49.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5455,50 - 54,NRW,29.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5456,35 - 39,KBW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5457,45 - 49,NRW,44.98,44.99,30.0,0.0,VF CABLEMAX,0.0
5458,25 - 29,NRW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5459,30 - 34,NRW,34.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5460,55 - 59,NRW,34.98,34.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5461,35 - 39,HSN,44.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5462,55 - 59,HSN,54.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5463,30 - 34,NRW,37.98,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5464,35 - 39,NRW,49.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5465,35 - 39,KBW,54.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5466,55 - 59,NRW,60.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5467,30 - 34,HSN,49.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5468,50 - 54,NRW,49.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5469,40 - 44,NRW,44.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5470,50 - 54,KBW,39.99,11.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5471,50 - 54,NRW,44.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5472,50 - 54,NRW,44.99,44.97,30.0,0.0,VF RIP U-TREUE,0.0
5473,55 - 59,KBW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5474,80 and over,HSN,44.98,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5475,25 - 29,KBW,39.99,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5476,35 - 39,KBW,49.99,39.97,30.0,0.0,VF RIP U-TREUE,1.0
5477,40 - 44,KBW,44.99,39.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5478,35 - 39,KBW,34.98,37.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5479,30 - 34,NRW,44.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5480,35 - 39,NRW,39.99,34.97,30.0,0.0,VF CABLEMAX,0.0
5481,60 - 64,KBW,39.97,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5482,25 - 29,NRW,44.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5483,30 - 34,KBW,39.98,39.99,30.0,0.0,VF CABLEMAX,0.0
5484,60 - 64,NRW,44.98,34.98,30.0,0.0,VF RIP U-TREUE,0.0
5485,60 - 64,KBW,39.99,39.99,30.0,1.0,VF RIP U-TREUE,0.0
5486,40 - 44,NRW,34.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
5487,35 - 39,NRW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5488,60 - 64,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5489,40 - 44,HSN,44.99,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5490,35 - 39,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5491,35 - 39,KBW,39.97,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5492,40 - 44,KBW,37.99,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5493,50 - 54,NRW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5494,60 - 64,HSN,34.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5495,35 - 39,NRW,49.97,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5496,60 - 64,NRW,34.96,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5497,25 - 29,NRW,29.98,34.99,30.0,0.0,VF RIP U-TREUE,0.0
5498,35 - 39,NRW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5499,65 - 69,NRW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5500,75 - 79,NRW,44.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5501,35 - 39,NRW,44.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5502,35 - 39,NRW,34.99,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5503,40 - 44,NRW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5504,35 - 39,NRW,44.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5505,60 - 64,NRW,34.99,49.98,30.0,0.0,VF RIP U-TREUE,0.0
5506,55 - 59,NRW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5507,40 - 44,NRW,34.99,62.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5508,35 - 39,NRW,34.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5509,50 - 54,NRW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5510,18 - 24,NRW,34.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5511,80 and over,KBW,39.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5512,35 - 39,HSN,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5513,35 - 39,NRW,42.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
5514,35 - 39,NRW,44.99,39.99,30.0,0.0,VF CABLEMAX,1.0
5515,30 - 34,HSN,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5516,40 - 44,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5517,30 - 34,NRW,44.99,44.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5518,45 - 49,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5519,35 - 39,NRW,37.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5520,40 - 44,NRW,39.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5521,45 - 49,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5522,40 - 44,NRW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5523,40 - 44,KBW,29.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5524,60 - 64,NRW,39.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5525,30 - 34,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5526,55 - 59,NRW,39.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
5527,70 - 74,NRW,44.98,44.99,30.0,0.0,VF CABLEMAX,0.0
5528,65 - 69,HSN,44.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5529,35 - 39,NRW,54.99,44.98,30.0,0.0,VF CABLEMAX,0.0
5530,35 - 39,HSN,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5531,30 - 34,NRW,39.99,49.99,30.0,0.0,VF CABLEMAX,0.0
5532,50 - 54,NRW,49.99,27.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5533,25 - 29,NRW,34.98,39.97,30.0,0.0,VF CABLEMAX,1.0
5534,55 - 59,HSN,39.97,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5535,25 - 29,HSN,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5536,40 - 44,NRW,34.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5537,45 - 49,KBW,49.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5538,35 - 39,KBW,34.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5539,50 - 54,NRW,39.97,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5540,35 - 39,NRW,34.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5541,40 - 44,KBW,49.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5542,35 - 39,KBW,49.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5543,25 - 29,KBW,44.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5544,30 - 34,NRW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5545,30 - 34,NRW,44.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
5546,45 - 49,NRW,34.99,19.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5547,35 - 39,HSN,34.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5548,55 - 59,KBW,39.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5549,35 - 39,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5550,30 - 34,NRW,34.98,49.96,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5551,30 - 34,HSN,44.98,29.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5552,40 - 44,KBW,39.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5553,30 - 34,KBW,39.97,29.97,30.0,0.0,VF CABLEMAX,1.0
5554,50 - 54,NRW,44.98,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5555,35 - 39,KBW,39.97,39.99,30.0,0.0,VF RIP U-TREUE,1.0
5556,55 - 59,KBW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5557,40 - 44,NRW,44.99,44.97,30.0,1.0,RED INTERNET & PHONE CABLE U,1.0
5558,25 - 29,KBW,44.98,34.98,30.0,0.0,VF CABLEMAX,1.0
5559,25 - 29,NRW,39.98,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5560,55 - 59,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,1.0
5561,45 - 49,NRW,44.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5562,45 - 49,HSN,34.99,34.99,30.0,0.0,VF CABLEMAX,0.0
5563,35 - 39,KBW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5564,25 - 29,NRW,34.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5565,35 - 39,NRW,49.98,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5566,30 - 34,KBW,44.98,54.98,30.0,0.0,VF RIP U-TREUE,1.0
5567,25 - 29,NRW,44.99,35.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5568,50 - 54,HSN,49.98,44.99,30.0,0.0,VF CABLEMAX,1.0
5569,60 - 64,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5570,65 - 69,NRW,39.98,39.97,30.0,0.0,VF RIP U-TREUE,1.0
5571,60 - 64,NRW,39.99,34.98,30.0,0.0,VF CABLEMAX,0.0
5572,40 - 44,KBW,44.97,49.99,30.0,0.0,VF RIP U-TREUE,0.0
5573,35 - 39,NRW,44.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5574,30 - 34,KBW,39.98,44.98,30.0,0.0,VF CABLEMAX,1.0
5575,35 - 39,KBW,44.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5576,35 - 39,NRW,42.99,44.97,30.0,0.0,VF RIP U-TREUE,1.0
5577,25 - 29,HSN,34.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
5578,25 - 29,NRW,29.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5579,35 - 39,HSN,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5580,30 - 34,HSN,34.99,49.95,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5581,40 - 44,KBW,37.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5582,25 - 29,HSN,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5583,35 - 39,KBW,34.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
5584,35 - 39,NRW,44.98,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5585,55 - 59,HSN,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5586,40 - 44,KBW,44.97,44.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
5587,35 - 39,KBW,29.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5588,45 - 49,KBW,39.99,44.98,30.0,0.0,VF CABLEMAX,0.0
5589,45 - 49,NRW,34.97,29.98,30.0,0.0,VF RIP U-TREUE,0.0
5590,35 - 39,NRW,39.99,34.98,30.0,1.0,RED INTERNET & PHONE CABLE U,0.0
5591,35 - 39,NRW,44.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5592,35 - 39,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5593,40 - 44,HSN,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5594,25 - 29,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5595,40 - 44,NRW,34.98,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5596,40 - 44,NRW,34.99,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
5597,55 - 59,NRW,44.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
5598,25 - 29,KBW,29.99,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5599,25 - 29,KBW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5600,25 - 29,KBW,29.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
5601,35 - 39,NRW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5602,35 - 39,NRW,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
5603,25 - 29,NRW,44.99,34.99,30.0,0.0,GIGAZUHAUSE TREUE C,0.0
5604,30 - 34,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5605,55 - 59,NRW,44.99,29.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5606,50 - 54,HSN,34.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
5607,25 - 29,NRW,34.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5608,35 - 39,KBW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5609,35 - 39,NRW,49.96,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5610,45 - 49,NRW,34.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5611,30 - 34,KBW,32.99,54.98,30.0,0.0,VF RIP U-TREUE,0.0
5612,25 - 29,KBW,39.99,39.98,30.0,0.0,VF RIP U-TREUE,1.0
5613,50 - 54,KBW,39.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
5614,30 - 34,NRW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
5615,35 - 39,NRW,44.99,49.98,30.0,0.0,VF RIP U-TREUE,1.0
5616,40 - 44,KBW,44.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
