region,cohort,flag_churn,customer_age_class,count_internet_previous_cancellations_0_18,basket_months_since_contract_start_date,count_transactions_Online,internet_product_name,internet_diff_churn_months,internet_all_outofcontract,calls_inbound_waiting_time_inqueue_0_6,calls_inbound_talk_time_0_6,count_calls_inbound_0_6,internet_months_since_contract_start_date,internet_months_until_contract_end,internet_days_until_initial_contract_end,campaign_dima_email_0_18,campaign_dima_service_0_18,campaign_dima_xsell_0_18,campaign_dima_0_18,contract_summaries_csconfirmed_0_3,basket_package_price_list,internet_package_price_list,internet_package_price_disc,basket_package_price_disc,internet_cons_package_price_list,basket_months_until_contract_end,basket_days_until_contract_end,non_internet_months_until_contract_end,non_internet_days_until_contract_end,internet_days_until_contract_end,non_internet_months_since_contract_start_date,count_previous_cancellations_0_18,basket_proportion_disc,internet_product_category,count_transactions_Commercial_Operations,basket_product_category,internet_down_speed,basket_days_until_next_promo_end,count_transactions_other,number_cust_at_lastamp_segment,number_cust_at_node_segment
NRW,2024-08-01,0,40 - 44,0,12,3,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,12,12,376,8,2,2,3,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,12,376,0,30,376,0,0,0E-9,2PLAY,1,SUPERWLAN,100,0,1,98,580
NRW,2024-08-01,1,55 - 59,0,38,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,38,0,0,0,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,122,273
NRW,2024-08-01,0,30 - 34,0,46,0,VF RIP 100 U-TREUE,0,1,0,0,0,46,0,0,2,2,2,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,100,0,0,44,559
NRW,2024-08-01,1,45 - 49,0,22,0,VF CABLEMAX 1000,25,0,0,0,0,22,2,61,6,79,1,79,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,2,61,0,0,61,0,0,0E-9,2PLAY,0,2PLAY,1000,0,1,63,468
NRW,2024-08-01,0,55 - 59,0,12,2,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,12,12,372,8,1,3,1,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,12,372,0,30,372,12,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,94,607
NRW,2024-08-01,0,55 - 59,0,106,0,VF CABLEMAX 1000,0,1,0,0,0,53,0,0,6,1,0,1,0,63.940000000,44.980000000,44.980000000,63.940000000,44.980000000,0,30,0,30,30,106,0,0E-9,2PLAY,0,TV START,1000,0,0,18,222
NRW,2024-08-01,0,45 - 49,0,50,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,50,0,0,0,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,52,269
NRW,2024-08-01,1,25 - 29,0,12,0,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,12,6,195,5,0,0,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,6,195,0,0,195,0,0,0E-9,2PLAY,1,2PLAY,100,0,0,120,612
NRW,2024-08-01,1,50 - 54,0,41,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,41,0,0,0,1,0,1,0,58.980000000,58.980000000,58.980000000,58.980000000,58.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,38,457
KBW,2024-08-01,0,35 - 39,0,110,0,2PLAY COMFORT 120,0,1,0,0,0,110,0,0,1,1,0,1,1,169.920000000,169.920000000,169.920000000,169.920000000,169.920000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,120,0,1,62,678
NRW,2024-08-01,0,70 - 74,0,26,2,VF RIP 100 U-TREUE,0,1,778,1102,3,26,0,0,8,2,0,2,0,52.970000000,37.980000000,37.980000000,47.970000000,37.980000000,0,30,0,30,30,26,0,0.090000000,2PLAY,1,HD OPTION,100,1500,2,0,0
NRW,2024-08-01,0,35 - 39,0,36,0,VF CABLEMAX 1000,0,1,0,0,0,36,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,28,413
NRW,2024-08-01,1,25 - 29,0,78,0,EAZY 50,0,1,0,0,0,78,0,0,0,0,1,0,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,77,218
KBW,2024-08-01,1,35 - 39,0,55,0,VF CABLEMAX 1000,0,1,431,667,3,27,0,0,10,2,0,2,0,85.940000000,44.980000000,44.980000000,85.940000000,44.980000000,0,30,0,30,30,55,0,0E-9,2PLAY,1,VTV INTERNATIONAL,1000,1500,5,97,409
HSN,2024-08-01,0,30 - 34,0,34,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,34,0,0,9,1,4,1,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,4,124,482
HSN,2024-08-01,0,45 - 49,0,29,0,RED INTERNET UND PHONE 100 CABLE U,0,1,4663,705,2,29,0,0,7,2,0,2,0,149.960000000,149.960000000,149.960000000,149.960000000,149.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,30,234
NRW,2024-08-01,0,45 - 49,0,21,2,VF RIP 100 U-TREUE,24,0,0,0,0,21,3,115,6,1,1,1,0,24.990000000,24.990000000,24.990000000,21.990000000,24.990000000,3,115,0,30,115,21,0,0.120000000,2PLAY,0,N/A,100,114,2,129,599
KBW,2024-08-01,0,35 - 39,0,81,0,VF RIP 250 U-TREUE,0,1,0,0,0,81,0,0,2,2,0,2,0,42.970000000,42.970000000,42.970000000,42.970000000,42.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,250,0,0,323,529
KBW,2024-08-01,0,70 - 74,0,211,0,GIGAZUHAUSE 50 KABEL,0,1,0,0,0,135,0,0,13,2,0,2,0,54.730000000,33.740000000,33.740000000,54.730000000,33.740000000,0,30,0,30,30,211,0,0E-9,2PLAY,3,SUPERWLAN,50,0,1,38,470
KBW,2024-08-01,0,55 - 59,0,135,0,2PLAY PLUS 50,0,1,0,0,0,135,0,0,0,1,0,1,0,40.900000000,40.900000000,40.900000000,40.900000000,40.900000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,1,39,664
KBW,2024-08-01,1,55 - 59,0,72,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,72,0,0,0,1,0,1,0,54.230000000,39.990000000,39.990000000,54.230000000,39.990000000,0,30,0,30,30,72,0,0E-9,2PLAY,5,DIGITAL KABELANSCHLUSS,250,0,0,121,628
KBW,2024-08-01,1,65 - 69,0,31,0,GIGAZUHAUSE 50 TREUE C,0,0,0,0,0,14,10,329,0,1,0,1,0,34.970000000,24.990000000,24.990000000,22.990000000,24.990000000,20,633,20,633,329,31,0,0.340000000,2PLAY,1,N/A,50,0,1,57,403
NRW,2024-08-01,0,40 - 44,0,15,0,MMA,0,1,0,0,0,15,0,0,0,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,0,30,0,0,0E-9,MMA ACTIVE,1,MMA ACTIVE,1,0,0,53,358
KBW,2024-08-01,1,18 - 24,0,23,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,23,0,0,7,3,0,3,0,43.970000000,43.970000000,43.970000000,43.970000000,43.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,245,449
KBW,2024-08-01,0,50 - 54,0,44,0,VF CABLEMAX 1000,0,1,125,1054,2,25,0,0,8,1,0,1,0,79.960000000,44.980000000,44.980000000,69.960000000,44.980000000,0,30,0,30,30,44,0,0.130000000,2PLAY,3,SUPERWLAN,1000,1500,0,31,687
NRW,2024-08-01,0,35 - 39,0,48,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,48,0,0,7,2,0,2,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,500,0,0,12,413
NRW,2024-08-01,0,35 - 39,0,107,1,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,107,0,0,8,1,4,1,0,30.970000000,30.970000000,30.970000000,30.970000000,30.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,77,195
KBW,2024-08-01,1,65 - 69,0,88,0,GIGAZUHAUSE 250 KABEL,0,1,1076,802,2,88,0,0,0,1,0,1,0,60.950000000,47.960000000,47.960000000,60.950000000,47.960000000,21,660,21,660,30,3,0,0E-9,2PLAY,2,DIGITAL KABELANSCHLUSS,250,0,0,0,0
KBW,2024-08-01,0,35 - 39,1,14,0,VF CABLEMAX 1000,25,0,0,0,0,14,10,318,6,0,0,2,0,44.970000000,44.970000000,44.970000000,44.970000000,44.970000000,10,318,0,0,318,0,1,0E-9,2PLAY,0,2PLAY,1000,0,3,160,425
NRW,2024-08-01,1,55 - 59,1,18,9,VF CABLEMAX 1000,7,0,0,0,0,18,6,184,9,4,0,4,0,49.970000000,49.970000000,49.970000000,44.970000000,49.970000000,6,184,0,30,184,18,1,0.100000000,2PLAY,1,N/A,1000,183,2,123,259
NRW,2024-08-01,0,60 - 64,0,144,0,GIGAZUHAUSE 50 KABEL,0,1,0,0,0,144,0,0,0,1,0,1,0,42.820000000,42.820000000,42.820000000,42.820000000,42.820000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,50,0,0,61,587
KBW,2024-08-01,1,45 - 49,0,22,0,VF CABLEMAX 1000,0,0,0,0,0,22,2,85,0,0,0,0,0,79.950000000,44.970000000,44.970000000,69.950000000,44.970000000,2,85,2,85,85,22,0,0.130000000,2PLAY,3,HD OPTION,1000,1500,7,40,486
NRW,2024-08-01,1,30 - 34,0,37,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,37,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,37,0,0E-9,2PLAY,2,SUPERWLAN,100,0,0,159,258
HSN,2024-08-01,0,70 - 74,0,30,0,RED INTERNET & PHONE 1000 CABLE U,0,1,0,0,0,30,0,0,8,2,1,2,0,63.970000000,63.970000000,63.970000000,63.970000000,63.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,1000,0,0,0,0
KBW,2024-08-01,0,50 - 54,0,42,0,VF RIP 500 U-TREUE,0,1,0,0,0,42,0,0,6,0,0,0,0,62.980000000,42.990000000,42.990000000,62.980000000,42.990000000,0,30,0,30,30,42,0,0E-9,2PLAY,0,N/A,500,0,0,23,361
NRW,2024-08-01,0,65 - 69,0,27,11,VF CABLEMAX 1000,0,1,0,0,0,27,0,0,8,0,0,1,1,91.940000000,44.970000000,44.970000000,81.940000000,44.970000000,0,30,0,30,30,24,0,0.110000000,2PLAY,0,VF PREMIUM,1000,1500,0,37,341
KBW,2024-08-01,0,55 - 59,0,50,0,RED INTERNET UND PHONE 500 CABLE U,0,1,114,968,2,50,0,0,9,2,0,2,0,68.970000000,49.990000000,49.990000000,68.970000000,49.990000000,0,30,0,30,30,50,0,0E-9,2PLAY,1,SUPERWLAN,500,1500,0,58,658
NRW,2024-08-01,0,55 - 59,0,199,0,3PLAY TREUE 100,0,1,0,0,0,65,0,0,0,0,0,0,0,62.880000000,39.990000000,39.990000000,62.880000000,39.990000000,1,41,1,41,30,199,0,0E-9,3PLAY,3,SUPERWLAN,100,0,0,80,662
HSN,2024-08-01,1,80 and over,0,42,3,RED INTERNET UND PHONE 50 CABLE U,0,1,75,1220,3,42,0,0,0,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,50,0,0,105,396
NRW,2024-08-01,0,35 - 39,0,36,0,RED INTERNET UND PHONE 50 CABLE U,0,1,97,253,2,36,0,0,6,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,8,292,635
HSN,2024-08-01,0,30 - 34,0,29,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,29,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,22,519
KBW,2024-08-01,0,75 - 79,0,63,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,63,0,0,0,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,26,539
KBW,2024-08-01,0,70 - 74,0,111,0,VF RIP 100 U-TREUE,0,1,0,0,0,66,0,0,9,1,0,2,0,80.930000000,37.980000000,37.980000000,80.930000000,37.980000000,0,30,0,30,30,111,0,0E-9,2PLAY,2,HD OPTION,100,0,3,42,657
HSN,2024-08-01,1,25 - 29,0,71,0,INTERNET COMFORT 60,0,1,0,0,0,71,0,0,5,0,0,0,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,60,0,0,103,691
HSN,2024-08-01,0,70 - 74,0,288,0,VF CABLEMAX 500,0,1,0,0,0,50,0,0,8,2,0,2,0,230.600000000,189.880000000,189.880000000,230.600000000,189.880000000,0,30,0,30,30,288,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,500,0,0,24,265
KBW,2024-08-01,1,45 - 49,0,36,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,36,0,0,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,100,0,0,44,284
NRW,2024-08-01,0,30 - 34,0,22,2,RED INTERNET UND PHONE 100 CABLE U,0,0,0,0,0,22,2,71,7,2,0,2,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,2,71,0,30,71,22,0,0E-9,2PLAY,0,SUPERWLAN,100,0,0,107,680
KBW,2024-08-01,0,55 - 59,0,13,0,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,13,11,359,0,1,0,1,0,49.980000000,49.980000000,49.980000000,49.980000000,49.980000000,11,359,0,0,359,0,0,0E-9,2PLAY,0,2PLAY,1000,0,3,180,446
KBW,2024-08-01,1,45 - 49,0,21,0,VF RIP 250 U-TREUE,0,0,0,0,0,21,3,105,2,1,4,1,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,3,105,0,0,105,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,104,658
NRW,2024-08-01,1,45 - 49,0,51,0,VF CABLEMAX 1000,0,1,0,0,0,45,0,0,2,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,51,0,0E-9,2PLAY,0,N/A,1000,0,0,0,0
NRW,2024-08-01,0,35 - 39,0,53,0,EAZY 50,0,1,0,0,0,53,0,0,6,1,0,1,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,0,0
KBW,2024-08-01,0,30 - 34,0,87,0,GIGAZUHAUSE 100 KABEL,0,1,0,0,0,87,0,0,8,2,0,2,0,56.990000000,33.010000000,33.010000000,56.990000000,33.010000000,0,30,0,30,30,87,0,0E-9,2PLAY,2,N/A,100,0,0,37,691
NRW,2024-08-01,0,55 - 59,0,46,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,46,0,0,7,1,3,1,0,69.950000000,44.980000000,44.980000000,64.950000000,44.980000000,0,30,0,30,30,46,0,0.070000000,2PLAY,1,VF PREMIUM,250,1500,0,35,575
HSN,2024-08-01,1,80 and over,1,190,0,3PLAY 30MBIT 4ALL,2,1,0,0,0,190,0,0,7,2,0,2,0,38.320000000,38.320000000,38.320000000,38.320000000,38.320000000,0,30,0,0,30,0,1,0E-9,3PLAY,0,3PLAY,30,0,1,0,0
KBW,2024-08-01,0,45 - 49,0,14,1,GIGAZUHAUSE 500 TREUE C,0,0,0,0,0,14,10,308,7,2,0,2,0,42.990000000,42.990000000,42.990000000,42.990000000,42.990000000,10,308,0,30,308,10,0,0E-9,2PLAY,0,SUPERWLAN,500,0,1,98,860
KBW,2024-08-01,1,35 - 39,1,43,0,VF RIP 250 U-TREUE,1,1,0,0,0,43,0,0,7,1,0,1,0,52.980000000,37.990000000,37.990000000,47.980000000,37.990000000,6,188,6,188,30,18,2,0.090000000,2PLAY,1,HD OPTION,250,1500,4,49,613
KBW,2024-08-01,0,40 - 44,0,17,0,GIGAZUHAUSE 100 TREUE C,0,0,4831,1952,8,17,7,239,6,1,0,1,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,7,239,0,0,239,0,0,0E-9,2PLAY,1,2PLAY,100,0,3,61,899
NRW,2024-08-01,1,40 - 44,0,47,0,VF CABLEMAX 1000,0,1,0,0,0,47,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,8,191
KBW,2024-08-01,1,35 - 39,0,26,0,VF RIP 100 U-TREUE,0,1,3,487,1,26,0,0,6,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,118,341
NRW,2024-08-01,0,30 - 34,0,23,1,RED INTERNET UND PHONE 250 CABLE U,0,0,85,120,1,23,1,35,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,1,35,0,30,35,23,0,0E-9,2PLAY,4,SUPERWLAN,250,0,0,16,170
KBW,2024-08-01,0,30 - 34,0,26,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,26,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,250,0,1,123,469
NRW,2024-08-01,1,65 - 69,0,22,0,RED INTERNET & PHONE 50 CABLE U,0,0,0,0,0,22,2,87,4,1,5,1,0,29.990000000,29.990000000,29.990000000,19.990000000,29.990000000,2,87,0,30,87,22,0,0.330000000,2PLAY,1,SUPERWLAN,50,86,0,222,324
KBW,2024-08-01,0,65 - 69,0,211,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,157,0,0,9,2,0,3,0,58.770000000,37.780000000,37.780000000,58.770000000,37.780000000,0,30,0,30,30,211,0,0E-9,2PLAY,0,N/A,250,0,0,21,549
KBW,2024-08-01,0,45 - 49,0,16,0,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,16,8,268,8,0,0,1,0,64.970000000,29.990000000,29.990000000,54.970000000,29.990000000,8,268,8,268,268,16,0,0.150000000,2PLAY,3,HD OPTION,100,1500,0,10,554
NRW,2024-08-01,1,25 - 29,0,27,2,VF CABLEMAX 1000,0,1,0,0,0,27,0,0,6,1,1,1,0,49.960000000,39.980000000,39.980000000,49.960000000,39.980000000,23,705,23,705,30,1,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,1000,0,0,69,474
HSN,2024-08-01,0,75 - 79,0,161,2,GIGAZUHAUSE 100 TREUE B,0,0,0,0,0,18,6,189,7,1,0,1,0,53.340000000,32.980000000,32.980000000,53.340000000,32.980000000,6,189,6,189,189,161,0,0E-9,2PLAY,2,HD OPTION,100,0,0,221,420
KBW,2024-08-01,1,25 - 29,0,17,0,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,17,7,221,8,0,0,3,0,59.990000000,59.990000000,59.990000000,59.990000000,59.990000000,7,221,0,30,221,17,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,286,565
KBW,2024-08-01,0,65 - 69,0,45,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,45,0,0,4,2,4,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,2,0,0E-9,2PLAY,2,SUPERWLAN,50,0,0,77,493
HSN,2024-08-01,1,45 - 49,0,42,0,VF RIP 250 U-TREUE,0,1,0,0,0,42,0,0,5,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,9,369
HSN,2024-08-01,0,25 - 29,0,43,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,43,0,0,6,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,43,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,136,496
KBW,2024-08-01,0,35 - 39,0,23,0,RED INTERNET UND PHONE 1000 CABLE U,0,0,0,0,0,23,1,38,7,2,1,2,0,65.970000000,58.980000000,58.980000000,65.970000000,58.980000000,11,350,11,350,38,13,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,1,110,141
NRW,2024-08-01,0,40 - 44,0,35,0,RED INTERNET & PHONE 250 CABLE U,0,1,0,0,0,35,0,0,4,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,312,694
NRW,2024-08-01,0,50 - 54,0,53,0,VF CABLEMAX 500,0,1,0,0,0,53,0,0,7,2,0,2,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,30,30,38,0,0E-9,2PLAY,0,N/A,500,0,0,16,82
KBW,2024-08-01,0,60 - 64,0,57,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,33,0,0,8,1,0,1,0,100.960000000,59.980000000,59.980000000,95.960000000,59.980000000,0,30,0,30,30,57,0,0.050000000,2PLAY,0,HD OPTION,1000,1500,0,25,587
KBW,2024-08-01,0,18 - 24,0,20,1,GIGAZUHAUSE 50 KABEL,0,0,0,0,0,20,4,126,6,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,4,126,0,30,126,20,0,0E-9,2PLAY,0,SUPERWLAN,50,0,0,97,748
NRW,2024-08-01,1,30 - 34,0,23,1,RED INTERNET UND PHONE 1000 CABLE U,0,0,0,0,0,23,1,57,7,2,0,2,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,1,57,0,0,57,0,0,0E-9,2PLAY,1,2PLAY,1000,0,1,88,315
NRW,2024-08-01,1,80 and over,0,190,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,109,0,0,0,1,0,1,0,45.360000000,25.000000000,25.000000000,45.360000000,25.000000000,0,30,0,30,30,190,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,1,23,481
KBW,2024-08-01,0,75 - 79,0,76,0,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,76,0,0,6,1,0,1,0,58.970000000,58.970000000,58.970000000,58.970000000,58.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,500,0,0,0,0
KBW,2024-08-01,0,45 - 49,0,39,0,VF RIP 500 U-TREUE,0,1,0,0,0,39,0,0,0,0,0,0,0,42.990000000,42.990000000,42.990000000,42.990000000,42.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,500,0,1,87,694
HSN,2024-08-01,1,25 - 29,0,21,2,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,21,3,118,6,1,0,1,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,3,118,0,30,118,21,0,0E-9,2PLAY,0,SUPERWLAN,100,0,0,15,241
NRW,2024-08-01,0,55 - 59,0,55,12,VF RIP 100 U-TREUE,0,1,42,509,1,55,0,0,8,1,0,1,0,38.960000000,24.990000000,19.990000000,29.970000000,24.990000000,0,30,0,30,30,55,0,0.230000000,2PLAY,9,SUPERWLAN,100,1500,0,30,403
KBW,2024-08-01,1,18 - 24,0,34,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,34,0,0,0,1,2,1,0,38.980000000,38.980000000,38.980000000,38.980000000,38.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,136,292
NRW,2024-08-01,1,35 - 39,0,24,1,VF RIP 100 U-TREUE,0,0,0,0,0,24,0,10,11,4,6,4,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,10,24,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,73,168
KBW,2024-08-01,0,45 - 49,0,97,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,42,0,0,5,1,0,1,0,59.960000000,39.980000000,39.980000000,59.960000000,39.980000000,0,30,0,30,30,97,0,0E-9,2PLAY,0,TV START,50,0,0,20,609
KBW,2024-08-01,1,30 - 34,0,33,0,RED INTERNET & PHONE 500 CABLE U,0,1,0,0,0,33,0,0,7,2,1,2,0,58.970000000,58.970000000,58.970000000,58.970000000,58.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,500,0,0,170,245
KBW,2024-08-01,1,50 - 54,0,124,0,VF RIP 100 U-TREUE,0,1,0,0,0,30,0,0,6,1,0,1,0,34.980000000,29.990000000,29.990000000,34.980000000,29.990000000,0,30,0,30,30,124,0,0E-9,2PLAY,0,N/A,100,0,2,116,448
HSN,2024-08-01,1,45 - 49,0,69,6,VF RIP 250 U-TREUE,0,1,0,0,0,69,0,0,7,2,0,2,0,46.970000000,42.980000000,42.980000000,46.970000000,42.980000000,8,253,8,253,30,16,0,0E-9,2PLAY,6,SUPERWLAN,250,0,4,27,175
HSN,2024-08-01,0,70 - 74,0,84,0,VF RIP 250 U-TREUE,0,1,0,0,0,41,0,0,7,2,0,2,0,61.970000000,37.990000000,37.990000000,61.970000000,37.990000000,0,30,0,30,30,84,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,25,347
HSN,2024-08-01,1,70 - 74,0,72,7,VF RIP 100 U-TREUE,0,1,0,0,0,62,0,0,6,1,0,1,0,45.980000000,32.990000000,32.990000000,45.980000000,32.990000000,15,472,15,472,30,72,0,0E-9,2PLAY,1,N/A,100,0,1,14,289
KBW,2024-08-01,1,25 - 29,0,49,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,49,0,0,7,1,0,1,0,74.950000000,44.980000000,44.980000000,74.950000000,44.980000000,0,30,0,30,30,38,0,0E-9,2PLAY,0,VF PREMIUM,250,0,0,69,114
HSN,2024-08-01,1,45 - 49,0,20,2,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,20,4,132,3,0,0,0,0,83.960000000,48.980000000,48.980000000,73.960000000,48.980000000,4,132,4,132,132,20,0,0.120000000,2PLAY,1,SUPERWLAN,250,1500,0,16,252
NRW,2024-08-01,0,35 - 39,0,17,0,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,11,7,230,5,0,0,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,7,230,0,30,230,17,0,0E-9,2PLAY,0,SUPERWLAN,100,0,1,45,400
KBW,2024-08-01,0,25 - 29,0,16,1,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,16,8,248,0,0,0,0,0,42.970000000,42.970000000,42.970000000,42.970000000,42.970000000,8,248,0,30,248,16,0,0E-9,2PLAY,0,SUPERWLAN,100,0,0,12,302
